Entry	Entry Name	Protein names	Gene Names	Organism	Length	Keywords
Q2FI60	UGTP_STAA3	Processive diacylglycerol beta-glucosyltransferase (EC 2.4.1.315) (Beta-diglucosyldiacylglycerol synthase) (Beta-DGS) (DGlcDAG synthase) (Glc2-DAG synthase) (Beta-gentiobiosyldiacylglycerol synthase) (Beta-monoglucosyldiacylglycerol synthase) (Beta-MGS) (MGlcDAG synthase) (Diglucosyl diacylglycerol synthase (1,6-linking)) (Glucosyl-beta-1,6-glucosyldiacylglycerol synthase) (UDP glucosyltransferase) (UDP-glucose:1,2-diacylglycerol-3-beta-D-glucosyltransferase)	ugtP SAUSA300_0918	Staphylococcus aureus (strain USA300)	391	Carbohydrate metabolism;Cell membrane;Glycosyltransferase;Lipid biosynthesis;Lipid metabolism;Membrane;Transferase
Q2FJM8	XPT_STAA3	Xanthine phosphoribosyltransferase (XPRTase) (EC 2.4.2.22)	xpt SAUSA300_0386	Staphylococcus aureus (strain USA300)	192	Cytoplasm;Glycosyltransferase;Purine salvage;Transferase
Q2FKX5	TRPD_METHJ	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD Mhun_1787	Methanospirillum hungatei JF-1 (strain ATCC 27890 / DSM 864 / NBRC 100397 / JF-1)	334	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Reference proteome;Transferase;Tryptophan biosynthesis
Q2FPQ2	PYRE_METHJ	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE Mhun_1108	Methanospirillum hungatei JF-1 (strain ATCC 27890 / DSM 864 / NBRC 100397 / JF-1)	172	Glycosyltransferase;Magnesium;Pyrimidine biosynthesis;Reference proteome;Transferase
Q2FSD3	HPRT_METHJ	Hypoxanthine/guanine phosphoribosyltransferase (HGPRTase) (EC 2.4.2.8)	hpt Mhun_2612	Methanospirillum hungatei JF-1 (strain ATCC 27890 / DSM 864 / NBRC 100397 / JF-1)	182	Cytoplasm;Glycosyltransferase;Purine salvage;Reference proteome;Transferase
Q2FTS5	AMPPA_METHJ	AMP phosphorylase (AMPpase) (EC 2.4.2.57) (Nucleoside monophosphate phosphorylase) (NMP phosphorylase)	Mhun_2262	Methanospirillum hungatei JF-1 (strain ATCC 27890 / DSM 864 / NBRC 100397 / JF-1)	516	Glycosyltransferase;Reference proteome;Transferase
Q2FUA5	ATGT_METHJ	tRNA-guanine(15) transglycosylase (EC 2.4.2.48) (7-cyano-7-deazaguanine tRNA-ribosyltransferase) (Archaeal tRNA-guanine transglycosylase)	tgtA Mhun_1120	Methanospirillum hungatei JF-1 (strain ATCC 27890 / DSM 864 / NBRC 100397 / JF-1)	489	Glycosyltransferase;Metal-binding;Reference proteome;Transferase;tRNA processing;Zinc
Q2FWC1	PDP_STAA8	Pyrimidine-nucleoside phosphorylase (PYNP) (Py-NPase) (EC 2.4.2.2)	pdp pyn SAOUHSC_02377	Staphylococcus aureus (strain NCTC 8325 / PS 47)	433	Glycosyltransferase;Metal-binding;Potassium;Reference proteome;Transferase
Q2FWE6	UPP_STAA8	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	upp SAOUHSC_02353	Staphylococcus aureus (strain NCTC 8325 / PS 47)	209	Allosteric enzyme;Glycosyltransferase;GTP-binding;Magnesium;Nucleotide-binding;Reference proteome;Transferase
Q2FXT6	TGT_STAA8	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	tgt SAOUHSC_01748	Staphylococcus aureus (strain NCTC 8325 / PS 47)	379	Glycosyltransferase;Metal-binding;Queuosine biosynthesis;Reference proteome;Transferase;tRNA processing;Zinc
Q2FXU0	APT_STAA8	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt SAOUHSC_01743	Staphylococcus aureus (strain NCTC 8325 / PS 47)	172	Cytoplasm;Glycosyltransferase;Purine salvage;Reference proteome;Transferase
Q2FYL5	MURG_STAA8	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG SAOUHSC_01424	Staphylococcus aureus (strain NCTC 8325 / PS 47)	356	Cell cycle;Cell division;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Membrane;Peptidoglycan synthesis;Reference proteome;Transferase
Q2FYR7	TRPD_STAA8	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD SAOUHSC_01368	Staphylococcus aureus (strain NCTC 8325 / PS 47)	332	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Reference proteome;Transferase;Tryptophan biosynthesis
Q2G0Y9	XPT_STAA8	Xanthine phosphoribosyltransferase (XPRTase) (EC 2.4.2.22)	xpt SAOUHSC_00372	Staphylococcus aureus (strain NCTC 8325 / PS 47)	192	Cytoplasm;Glycosyltransferase;Purine salvage;Reference proteome;Transferase
Q2G2L3	TARA_STAA8	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase (EC 2.4.1.187) (N-acetylmannosaminyltransferase) (UDP-N-acetylmannosamine transferase) (UDP-N-acetylmannosamine:N-acetylglucosaminyl pyrophosphorylundecaprenol N-acetylmannosaminyltransferase)	tarA SAOUHSC_00640	Staphylococcus aureus (strain NCTC 8325 / PS 47)	254	Cell wall biogenesis/degradation;Glycosyltransferase;Reference proteome;Teichoic acid biosynthesis;Transferase
Q2G639	TGT_NOVAD	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	tgt Saro_2247	Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG 56034 / CIP 105152 / NBRC 16084 / F199)	374	Glycosyltransferase;Metal-binding;Queuosine biosynthesis;Reference proteome;Transferase;tRNA processing;Zinc
Q2G7S5	GLGB_NOVAD	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	glgB Saro_1658	Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG 56034 / CIP 105152 / NBRC 16084 / F199)	721	Carbohydrate metabolism;Glycogen biosynthesis;Glycogen metabolism;Glycosyltransferase;Reference proteome;Transferase
Q2G995	MURG_NOVAD	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG Saro_1133	Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG 56034 / CIP 105152 / NBRC 16084 / F199)	388	Cell cycle;Cell division;Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Membrane;Peptidoglycan synthesis;Reference proteome;Transferase
Q2GAK1	APT_NOVAD	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt Saro_0675	Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG 56034 / CIP 105152 / NBRC 16084 / F199)	178	Cytoplasm;Glycosyltransferase;Purine salvage;Reference proteome;Transferase
Q2HA14	ALG8_CHAGB	Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase (EC 2.4.1.265) (Asparagine-linked glycosylation protein 8) (Dol-P-Glc:Glc(1)Man(9)GlcNAc(2)-PP-dolichyl alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichyl glucosyltransferase)	ALG8 CHGG_02940	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) (Soil fungus)	474	Endoplasmic reticulum;Glycosyltransferase;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix
Q2IG27	MURG_ANADE	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG Adeh_3771	Anaeromyxobacter dehalogenans (strain 2CP-C)	383	Cell cycle;Cell division;Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Membrane;Peptidoglycan synthesis;Transferase
Q2INZ6	APT_ANADE	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt Adeh_0751	Anaeromyxobacter dehalogenans (strain 2CP-C)	172	Cytoplasm;Glycosyltransferase;Purine salvage;Transferase
Q2IWB1	TRPD_RHOP2	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD RPB_2797	Rhodopseudomonas palustris (strain HaA2)	338	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Reference proteome;Transferase;Tryptophan biosynthesis
Q2IYK8	MURG_RHOP2	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG RPB_1994	Rhodopseudomonas palustris (strain HaA2)	366	Cell cycle;Cell division;Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Membrane;Peptidoglycan synthesis;Reference proteome;Transferase
Q2IYX0	GLGB_RHOP2	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	glgB RPB_1882	Rhodopseudomonas palustris (strain HaA2)	716	Carbohydrate metabolism;Glycogen biosynthesis;Glycogen metabolism;Glycosyltransferase;Reference proteome;Transferase
Q2IZ07	HIS1_RHOP2	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG RPB_1845	Rhodopseudomonas palustris (strain HaA2)	325	Amino-acid biosynthesis;ATP-binding;Cytoplasm;Glycosyltransferase;Histidine biosynthesis;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Transferase
Q2J1V2	PYRE_RHOP2	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE RPB_0847	Rhodopseudomonas palustris (strain HaA2)	187	Glycosyltransferase;Magnesium;Pyrimidine biosynthesis;Reference proteome;Transferase
Q2J2T4	MTGA_RHOP2	Biosynthetic peptidoglycan transglycosylase (EC 2.4.99.28) (Glycan polymerase) (Peptidoglycan glycosyltransferase MtgA) (PGT)	mtgA RPB_0515	Rhodopseudomonas palustris (strain HaA2)	227	Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Membrane;Peptidoglycan synthesis;Reference proteome;Transferase;Transmembrane;Transmembrane helix
Q2J6Q9	GLGB_FRACC	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	glgB Francci3_3681	Frankia casuarinae (strain DSM 45818 / CECT 9043 / HFP020203 / CcI3)	812	Carbohydrate metabolism;Glycogen biosynthesis;Glycogen metabolism;Glycosyltransferase;Reference proteome;Transferase
Q2JD50	MURG_FRACC	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG Francci3_1415	Frankia casuarinae (strain DSM 45818 / CECT 9043 / HFP020203 / CcI3)	376	Cell cycle;Cell division;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Membrane;Peptidoglycan synthesis;Reference proteome;Transferase
Q2JD90	APT_FRACC	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt Francci3_1375	Frankia casuarinae (strain DSM 45818 / CECT 9043 / HFP020203 / CcI3)	188	Cytoplasm;Glycosyltransferase;Purine salvage;Reference proteome;Transferase
Q2JI33	APT_SYNJB	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt CYB_2813	Synechococcus sp. (strain JA-2-3B'a(2-13)) (Cyanobacteria bacterium Yellowstone B-Prime)	175	Cytoplasm;Glycosyltransferase;Purine salvage;Transferase
Q2JJR4	MURG_SYNJB	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG CYB_2152	Synechococcus sp. (strain JA-2-3B'a(2-13)) (Cyanobacteria bacterium Yellowstone B-Prime)	367	Cell cycle;Cell division;Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Membrane;Peptidoglycan synthesis;Transferase
Q2JK68	GLGB_SYNJB	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	glgB CYB_1978	Synechococcus sp. (strain JA-2-3B'a(2-13)) (Cyanobacteria bacterium Yellowstone B-Prime)	763	Carbohydrate metabolism;Glycogen biosynthesis;Glycogen metabolism;Glycosyltransferase;Transferase
Q2JKU0	GLGA2_SYNJB	Glycogen synthase 2 (EC 2.4.1.21) (Starch [bacterial glycogen] synthase 2)	glgA2 CYB_1734	Synechococcus sp. (strain JA-2-3B'a(2-13)) (Cyanobacteria bacterium Yellowstone B-Prime)	513	Glycogen biosynthesis;Glycosyltransferase;Transferase
Q2JT08	GLGB_SYNJA	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	glgB CYA_2062	Synechococcus sp. (strain JA-3-3Ab) (Cyanobacteria bacterium Yellowstone A-Prime)	770	Carbohydrate metabolism;Glycogen biosynthesis;Glycogen metabolism;Glycosyltransferase;Transferase
Q2JT47	APT_SYNJA	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt CYA_2018	Synechococcus sp. (strain JA-3-3Ab) (Cyanobacteria bacterium Yellowstone A-Prime)	175	Cytoplasm;Glycosyltransferase;Purine salvage;Transferase
Q2JW21	MURG_SYNJA	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG CYA_0847	Synechococcus sp. (strain JA-3-3Ab) (Cyanobacteria bacterium Yellowstone A-Prime)	362	Cell cycle;Cell division;Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Membrane;Peptidoglycan synthesis;Transferase
Q2JZ21	GLGB2_RHIEC	1,4-alpha-glucan branching enzyme GlgB 2 (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase 2) (Alpha-(1->4)-glucan branching enzyme 2) (Glycogen branching enzyme 2) (BE 2)	glgB2 RHE_PF00275	Rhizobium etli (strain ATCC 51251 / DSM 11541 / JCM 21823 / NBRC 15573 / CFN 42)	732	Carbohydrate metabolism;Glycogen biosynthesis;Glycogen metabolism;Glycosyltransferase;Plasmid;Reference proteome;Transferase
Q2K330	MTGA_RHIEC	Biosynthetic peptidoglycan transglycosylase (EC 2.4.99.28) (Glycan polymerase) (Peptidoglycan glycosyltransferase MtgA) (PGT)	mtgA RHE_CH04012	Rhizobium etli (strain ATCC 51251 / DSM 11541 / JCM 21823 / NBRC 15573 / CFN 42)	233	Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Membrane;Peptidoglycan synthesis;Reference proteome;Transferase;Transmembrane;Transmembrane helix
Q2K487	GLGB1_RHIEC	1,4-alpha-glucan branching enzyme GlgB 1 (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase 1) (Alpha-(1->4)-glucan branching enzyme 1) (Glycogen branching enzyme 1) (BE 1)	glgB1 RHE_CH03594	Rhizobium etli (strain ATCC 51251 / DSM 11541 / JCM 21823 / NBRC 15573 / CFN 42)	735	Carbohydrate metabolism;Glycogen biosynthesis;Glycogen metabolism;Glycosyltransferase;Reference proteome;Transferase
Q2K5T4	APT1_RHIEC	Adenine phosphoribosyltransferase 1 (APRT 1) (EC 2.4.2.7)	apt1 RHE_CH03035	Rhizobium etli (strain ATCC 51251 / DSM 11541 / JCM 21823 / NBRC 15573 / CFN 42)	180	Cytoplasm;Glycosyltransferase;Purine salvage;Reference proteome;Transferase
Q2K6C1	MURG_RHIEC	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG RHE_CH02847	Rhizobium etli (strain ATCC 51251 / DSM 11541 / JCM 21823 / NBRC 15573 / CFN 42)	374	Cell cycle;Cell division;Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Membrane;Peptidoglycan synthesis;Reference proteome;Transferase
Q2KU70	PYRE_BORA1	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE BAV3180	Bordetella avium (strain 197N)	220	Glycosyltransferase;Magnesium;Pyrimidine biosynthesis;Reference proteome;Transferase
Q2KU98	TRPD_BORA1	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD BAV3153	Bordetella avium (strain 197N)	343	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glycosyltransferase;Magnesium;Metal-binding;Reference proteome;Transferase;Tryptophan biosynthesis
Q2KUE4	APT_BORA1	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt BAV3106	Bordetella avium (strain 197N)	182	Cytoplasm;Glycosyltransferase;Purine salvage;Reference proteome;Transferase
Q2KUU2	MTGA_BORA1	Biosynthetic peptidoglycan transglycosylase (EC 2.4.99.28) (Glycan polymerase) (Peptidoglycan glycosyltransferase MtgA) (PGT)	mtgA BAV3005	Bordetella avium (strain 197N)	240	Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Membrane;Peptidoglycan synthesis;Reference proteome;Transferase;Transmembrane;Transmembrane helix
Q2KVG0	MURG_BORA1	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG BAV2879	Bordetella avium (strain 197N)	357	Cell cycle;Cell division;Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Membrane;Peptidoglycan synthesis;Reference proteome;Transferase
Q2KWB3	UPP_BORA1	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	upp BAV0847	Bordetella avium (strain 197N)	212	Allosteric enzyme;Glycosyltransferase;GTP-binding;Magnesium;Nucleotide-binding;Reference proteome;Transferase
Q2LR48	MURG_SYNAS	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG SYNAS_06810 SYN_01746	Syntrophus aciditrophicus (strain SB)	361	Cell cycle;Cell division;Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Membrane;Peptidoglycan synthesis;Reference proteome;Transferase
Q2N669	APT_ERYLH	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt ELI_13650	Erythrobacter litoralis (strain HTCC2594)	178	Cytoplasm;Glycosyltransferase;Purine salvage;Reference proteome;Transferase
Q2NCF5	PYRE_ERYLH	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE ELI_02720	Erythrobacter litoralis (strain HTCC2594)	193	Glycosyltransferase;Magnesium;Pyrimidine biosynthesis;Reference proteome;Transferase
Q2NCZ0	MURG_ERYLH	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG ELI_01795	Erythrobacter litoralis (strain HTCC2594)	398	Cell cycle;Cell division;Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Membrane;Peptidoglycan synthesis;Reference proteome;Transferase
Q2NFI3	PYRE_METST	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE Msp_1036	Methanosphaera stadtmanae (strain ATCC 43021 / DSM 3091 / JCM 11832 / MCB-3)	178	Glycosyltransferase;Magnesium;Pyrimidine biosynthesis;Reference proteome;Transferase
Q2NGY4	ATGT_METST	tRNA-guanine(15) transglycosylase (EC 2.4.2.48) (7-cyano-7-deazaguanine tRNA-ribosyltransferase) (Archaeal tRNA-guanine transglycosylase)	tgtA Msp_0520	Methanosphaera stadtmanae (strain ATCC 43021 / DSM 3091 / JCM 11832 / MCB-3)	674	Glycosyltransferase;Metal-binding;Reference proteome;Transferase;tRNA processing;Zinc
Q2NKH9	GL6D1_MOUSE	Glycosyltransferase 6 domain-containing protein 1 (EC 2.4.1.-)	Glt6d1	Mus musculus (Mouse)	311	Glycoprotein;Glycosyltransferase;Membrane;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q2NRV6	ARNC_SODGM	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC SG1844	Sodalis glossinidius (strain morsitans)	326	Antibiotic resistance;Cell inner membrane;Cell membrane;Glycosyltransferase;Lipid A biosynthesis;Lipid biosynthesis;Lipid metabolism;Lipopolysaccharide biosynthesis;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix
Q2NRV9	ARNT2_SODGM	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase 2 (EC 2.4.2.43) (4-amino-4-deoxy-L-arabinose lipid A transferase 2) (Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase) (Undecaprenyl phosphate-alpha-L-Ara4N transferase 2)	arnT2 SG1841	Sodalis glossinidius (strain morsitans)	550	Cell inner membrane;Cell membrane;Glycosyltransferase;Lipid A biosynthesis;Lipid biosynthesis;Lipid metabolism;Lipopolysaccharide biosynthesis;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix
Q2NS69	UPP_SODGM	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	upp SG1731	Sodalis glossinidius (strain morsitans)	208	Allosteric enzyme;Glycosyltransferase;GTP-binding;Magnesium;Nucleotide-binding;Reference proteome;Transferase
Q2NTK9	OTSA_SODGM	Trehalose-6-phosphate synthase (TPS) (EC 2.4.1.15) (Alpha,alpha-trehalose-phosphate synthase [UDP-forming]) (Osmoregulatory trehalose synthesis protein A) (OtsA) (UDP-glucose-glucosephosphate glucosyltransferase)	otsA SG1241	Sodalis glossinidius (strain morsitans)	469	Glycosyltransferase;Reference proteome;Transferase
Q2NTX0	HIS1_SODGM	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG SG1130	Sodalis glossinidius (strain morsitans)	299	Amino-acid biosynthesis;ATP-binding;Cytoplasm;Glycosyltransferase;Histidine biosynthesis;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Transferase
