protein_id,sequence_hash,sequence_length,cluster_id,pc1,pc2,pc3
Q8VI38,85170595d851a04c9543fd671903136adacccc64ea8fe4caf571cdc52013d83b,347,3,0.121110454,-0.02176649,0.13039853
Q8VXD3,6eeb57c0ac357a531be581f0d9de8a298ad648f820fc2c5b4f153ed63ec14e48,446,3,0.04999271,-0.11684313,-0.0016317558
Q8Z2G2,d49f9dcc41e72ffa0195a90c169b2f834d7565095cf24cbd09b033531e295760,336,4,0.12723336,-0.052960407,-0.23954985
Q90W56,7eb225b176ea092fdbb3e71e63a00f5bc24ff72b025ac60c6ec8e574e1a92fed,448,7,-0.024987673,-0.053937778,0.18309012
Q92073,9e204678a3f085575f3e02dbdfc9e8ff2382e168198cd85254dbdda35b2aaf1f,373,3,-0.010660798,-0.14654358,0.159534
Q92074,3f209ac27f5e1d46f4b08ccaa5d069f75945010039fe9a0324c6e0086b98216b,362,7,-0.23280586,-0.13330327,0.3045251
Q921V5,60941d7f97bbbb1b752f7116343a028a5de0334c9930c17a2e08eb2aa004172d,442,3,0.2213135,0.010543674,0.071636856
Q95158,62b6724783bc1c258462f110929abc3b770baeeacb737e8cecacfc003e388e84,347,7,0.09298762,-0.009389529,0.16112682
Q98TB5,8bd85af3563f80776582fbc195ed4ca6ded87ce4ccddfb980db0e42e0aa997e4,541,4,0.19714196,0.012890388,-0.12798885
Q9A0Z6,2ec5d5e3099307f0331a54e42331db975793481c9e275c4d269f123987852d4c,329,1,0.3602718,0.0014680431,-0.2833284
Q9AV15,0319dec4acbc4679c50aa1f827cf3cf3af1d800e11166ca3d3f3fa0ba5d83ddd,492,1,0.35927522,0.16376115,-0.016732618
Q9DBU1,a66e3395a19303b0115ceb11d49f58732f577fc30e393e4c2179af76140778aa,406,3,0.20942308,-0.11551115,0.036891412
Q9FT88,873619d6bfbe3349466b9e4ce2d891b68b9a76f4dd2ccba118bac20b2e7f7f5f,430,1,0.4155267,0.0909034,-0.038991574
Q9FXB2,873007e99097e7f881fe607d5abbda229eceda0e15787f12c44533117ef489b0,335,0,-0.19002949,-0.2422175,-0.002064056
Q9JI67,5531c96ee4be5dfa0a71d512b3b96cdcdd71a2fd796cd1b492719c8d8fcaec3b,308,3,0.13418427,-0.10367033,-0.0026597746
Q9JJ04,c85ae8cebea47b85bdf8fc1ccd91eab00329516ef7e686bb1f582bed50c34589,344,3,0.1356017,-0.1044833,0.060682736
Q9JJ61,4ece0d12acaa16642dc02b079b25719df4eb815c709e4ea1555de739d5d8165c,558,3,-0.030334802,-0.10171757,0.06836874
Q9N289,575d606fc9db796e9be41d1cd4d1959690dd05d6185bfe31f08d3ff38f5049bd,218,3,0.061260425,0.084534645,0.038678292
Q9N291,a641f34b2c73b6be5055294b01cb83db2cf48ca31fd25c86e40096ec08e66d4f,353,3,0.19549052,0.08696239,0.09910066
Q9NPZ5,9a18d012b270bf56e2378c1bbb7027464a54fcf71a11b0bcab441ca7728ff304,323,7,-0.15367663,-0.014251391,0.23907915
Q9R062,22e90414d41b3b4c2eaf126cadf1a13ab8710bc87d6d37efa6a014e5b75c1c18,333,0,-0.28848198,-0.16527423,0.04953074
Q9R0E0,2038c2a2fdea658de5a2b415e0780eda0f59ba84a9e553230835d4b66a319949,394,4,-0.04785917,-0.077021606,-0.13629918
Q9UBQ6,4d6523f1c5b93ef98588f31293e2b6e67051c17fe6f03f1624eab8b8bc0e4dde,330,1,0.39380693,0.062445402,-0.08793201
Q9UBV7,4619a27e5217c5601b7b9ec9df77ac8b1ea7d911f21e3cef6966a9729c3603e1,327,7,-0.008990919,-0.016239671,0.22950405
Q9VAQ8,a178a1816ede3498d915e161fc3de2674ddf9542ca6018cb2cfe44263439b84d,323,1,0.252767,0.04818003,-0.03373837
Q9VBZ9,98fc6fe3cd9ea489d2192133142a210bc28423dcffc1ca004b2908d73e0cfb55,322,3,0.10221243,-0.06743907,0.013763082
Q9WU47,6e261fe741ff9a96b126479cc9f3e8d60b9cc97014e7988ebc41464e76ecd5b4,335,7,-0.13189632,0.08906698,0.2573105
Q9WVK5,54ee52ee5fb6685cc3ce9b5754b5c333bae915a76ae2c737a65abfee99842286,382,1,0.32227853,-0.03706116,-0.048494596
Q9XGM8,b399fa8b35aefbdb8bd077a4a2b79cc635ce1262d844c9daaf17fd043cc3054d,444,3,0.033418544,-0.123714335,-0.0028453106
Q9YDM5,ec9ecc12d835116211eddc1f645bca7a7fa37fe74890e9a0236b2c6b05625674,388,1,0.18153012,0.11947329,-0.06150074
Q9Z137,e3e694ba79d77e9c82f0e72eec0579779752fa367b424c554e48a0eb37b95973,324,7,-0.037930667,-0.01244598,0.18490334
Q9Z2Y2,cdc748045cea2e1d0bc1cc4c7d8068b5e910cbf015744ec3f0a159ef65c45f13,369,7,-0.058210373,-0.019517843,0.26872343
Q9ZB73,43ac3b7b74d13e83f018b6b89008e659114158c4fe96773e251bf8e9f9bdec76,341,1,0.44428056,0.007878792,-0.3115784
Q9ZIT6,b5fd2ebb70d42b5ede90e73faa51e3ef57f80321c017e29c92ecab5a92b06476,339,4,0.17718528,-0.05943441,-0.26130036
R0L7C2,d6cf927eaeabb6566d5f5e2de4da9d2ff3acfe862f5b5a2fbb3f9615e4dfff92,530,3,0.057122312,-0.13875332,0.08190949
R1C6J7,dbdc5ca6f681b3a9da6ef35cd72c3c9253f563504efb372f9f834dc4e2d8131f,574,1,0.42653826,0.4389448,0.0190148
R1DT17,4f6f04a7059b4832d3c12621df33fc12f994a5641cb389927b39dc32cddfcdec,540,1,0.6386966,0.373142,0.023675565
R1GDV8,93298a083540cb19ae6efa8a10eac80af7aa6400d624fad995ee8d36ff5dcd76,293,4,0.107019104,0.04229662,-0.025491137
R4KK95,38f65085de569dd8da1b877b31763bab80ff916c0ae1581198980f6ab60837fa,225,2,-0.2869916,0.12875906,-0.110109344
R4M787,1594274e2539ba84ee60a6ef5e78b69f2e1e5cc713f7918c88badcf2ca339bc4,264,6,-0.1137038,0.29989266,-0.0005787716
R4STY1,ac5975393d9bcf1b6acd72eb77f36a6e0645f9f0a69383f0691b86dc35606e56,300,6,-0.25877026,0.29087135,0.055699836
R7QI64,ad34f908fb3e5b30c8df2a0b29c7e0009808e31dc2238769309d35b6a1189451,438,1,0.40152705,0.14076793,-0.03885108
R7QJE4,ba145abad1734393ffac2d03240d616941f1945ebe1e8fb05db414b457f14392,498,1,0.40755615,0.24264425,0.011326548
R9AI64,6e534efc9458053f4bb729eff2613d803fd8c6eba2b72d2de8e657ff293a7a3e,427,4,0.11498508,0.12994206,-0.10445183
S0EV84,384ea56d4bb63c1c6bc828b8daa2f975e870a8d32233f1314e681e3a788f1118,235,2,-0.16639751,0.28762427,-0.030312411
S3D896,0695c4261d6884ec48c92da16527593fb48f68a2188baab612387b339faa95ed,565,4,0.038013566,0.010353056,-0.0405415
S4S1G1,54fc1eb7d2036a8a56f072ba85fcf3d8bec6308af2ae71298badbad3fdbbdbf0,441,3,0.24700098,-0.006972577,0.015370697
S5S833,fb7d0a696540490de6065b2ddfb8f7fc973c0e46b4c088ccd94a25512177c524,600,3,0.04905966,-0.17207904,-0.036428507
S5STR0,370cd9266cc0520f8e832168141810fd8e9dfb9650bdd6ef1881e7eba87c2964,253,6,-0.26940635,0.36621404,0.061480522
S5UWX6,c10a356f32dab3b6c5d259e8b61cd7c33e6942a48227c73838e55ee73c70c3eb,323,6,-0.32654297,0.2794753,0.09023221
S7MND2,3c2d2ef3178bb458eb71795116300c3bd69acf12cb7f349ff9977948bd443673,542,3,0.14069214,-0.076568335,0.07407746
S7NAP7,5503a97b203d192423538c25e8c4cd7b78932af091f08e147f8c26495a802935,344,3,0.14419538,-0.09074841,0.03304895
S7NGH1,73f56e0aafe1a4b2ffc2a8920231579db0a0f912cbae84148218c26c34c29d1c,397,7,0.0460844,0.07078765,0.30616492
S7NRY9,b0b7d2543a698a1f44c7e06bce2601f9704263619b82e3f37f1b9e2160c7e116,341,0,-0.067518264,-0.16530709,0.06119879
S7P9Z4,e5d2c231d45bfab3dc26bd33900a9b62a7a7ae234f70fca4a221ef9759a55b6d,447,7,-0.050404083,0.003472612,0.22435369
S7PCM0,0dc3c355dee644511bf11c7f754c9bba037c8e7e634bb40e72301c0bdca1a9fe,369,7,-0.079504885,-0.012136347,0.29998186
S9XDZ2,024f61d12b61038e6cc033c37556cd86452a2a57a900e21a5cd972d97e4c8537,447,7,-0.07083738,0.02104801,0.24135153
T1G7J6,c4154701f68d5a3457e4b7508cd77b3820ce1a3dc8b1f3053dacdb86caaabfab,331,3,0.09021863,-0.12845263,-0.0066694794
T1K1D4,719e8356c40cc36bdc4fac23f30743e0dfdd257bc6e3d2bd7723c6e58f429615,441,1,0.2628492,-0.07601499,-0.087247655
T1KY59,5f558803ffef8787b1ffd60a49139d324be2306b4187170932263fbf391a4978,320,3,0.14971398,-0.12331116,-0.06922183
T1PBR6,a0b10577cddaebdca65fd0ba9206982b886f1fde60cb6c00b0785db167fdfc28,308,3,0.047597922,-0.07759169,-0.011771092
T2MHG9,2a9a3c2c27819aa60e71e26eb6b736808f9a95c03d1e7f0186664d4941b280d4,409,1,0.35653597,-0.07332869,-0.10102293
U3BX46,76e02d2add5bfef07a2bffa26577379bf4694c4a17a984376c270421226f41a7,556,0,-0.24550647,-0.25808913,0.054466657
U3ECV8,e14aed85f0f5db004e0dbbfff7f1b8f9bf5894ed7d12b6af5e3bb00377207da0,321,7,-0.11870037,0.03875569,0.2932739
U3EK11,0aad05d1f7aa002c519649c115766a444e5257d6ef6dcddd4734a8f0a661460b,571,0,-0.08174049,-0.107371055,0.061117083
U3JRX3,c61fde352cac421672f1e472534808f58a82b643d819c9ab61ad17a583cb3024,373,3,-0.014841121,-0.15306874,0.15688169
U3JTU7,a4d9812e7b6ed2bccf5af4d24bc7fa0f6335a2d6adda91cadc884ad8b7bc3e58,382,1,0.31078318,-0.049820364,-0.065683275
U3JVN4,9d776c954c5179e9ce1c11c064afd36180ef40d91be8d3317ab5923e7d7f55f5,530,3,0.07808227,-0.15192267,0.056218725
U3KPV4,4dfd88a99bdac8a2b1b25bf4c1e50f03a6f87aca43ef4d286066dce67da4abf9,340,7,0.09007088,0.19421099,0.28043926
U5D5L3,115944139035ac14d094480527654157c920593debd97ab5e801a35ff64b51d2,435,1,0.43799844,0.01014387,-0.078763664
U5N885,fb2ef885ecb2377ec5b6e11a0df3cec75bb3d1992e04e1d811345872447d6c6c,446,4,0.123631105,0.1465968,-0.1609038
U5VXY8,532d0b4d2115b0bed835f9f9b89f4ebb2dde07d2c72b19f22c622adac87539cd,331,6,-0.18119456,0.30952382,0.06392547
U5WLK2,e5cc85ed8ef9e89d6564dc3d7448288e627c6934222ad622e6809318b09ecd47,329,6,-0.119899824,0.31853428,0.015812222
V3ZP29,538a461c952b956ff7651c256bbd7d5bdc8c350af0f2cb42e7ae2c8c427f3089,363,3,0.14740728,-0.12940268,-0.056528803
V3ZY22,9b2d1ca73eb4998299261706549d2758f4159ee941489f65283f2ed2bf64cbbc,413,4,0.22604086,0.025641927,-0.19973373
V4ARJ6,3794c5482d10716d04ea15fbe5fcffac5fb79afdf7c7451149b2fdcaa0449074,320,1,0.3543906,0.07981114,-0.15807986
V4B6U8,f99c8a4fc7f0434d1345f837e5d4997d219ce19b4086fb9752c67913f88fb330,378,1,0.32739156,-0.07796794,-0.10804157
V4B895,e7cf091e99d1684c54b7e143e2053260605962340ebeec4ea00f1f702857a099,333,3,0.033117644,-0.20215508,-0.0740696
V4K469,1498e47d955f49b75dd5ef95b1674606689280710e7dee1a60351cfb9e9a5bba,333,0,-0.08810967,-0.14573342,0.0025528504
V4MCX9,780665ea15840a0d6dbec3bd363240b8cd73ff5626fd8cbe745a6094b4b68d6c,520,1,0.45104435,0.17643516,-0.13916893
V4MDY0,fc91ece60a315e47dff3b01d1e7d034514dc14defcfd6c009cec581e01a2a4ff,290,0,-0.16149572,-0.21410489,-0.02608271
V4MK91,5c12d9b3f74e665b404dffcdffdee8c186d1ca39faec2479b951a00ca63209bc,444,3,0.015682386,-0.1126937,0.009925478
V4UFH6,4d037bb9b12a6c038d337011806c79c7cabb6263db599a4b0b0ba7e586e91582,437,1,0.4394176,0.05800128,-0.058933843
V5ILI3,8fa10997f5c4edfaff2ee600a8404caa9e86e3e8380a17119eae26e30a89c242,576,3,0.13574122,-0.012572377,0.0691142
V5XGL6,6c0f2cc2d294fe03acf59b460130f10a004caf9ae0fda2ed8f55032d0f58b72c,322,6,-0.13802516,0.24994417,-0.006660297
V9I983,cf6d871a1847aa413aae0ea78b7ca74cfc25181b4c0ad5880514b6b112cce389,584,3,0.25030407,-0.025593169,0.07408313
V9KLC2,fa1d32f2cf8d85967aac6119c9266349e13a9bcd68ca0700441435ec2202cb5e,445,1,0.26400566,0.032789,0.048311897
V9L0F8,e40b6ea9641919ff3b90362278f05fae6a8f7ab6a9a405c7748c7c1e20bf3c10,330,3,-0.045891173,-0.053446714,0.03876607
W0TC16,91c35d8c6ae3bd9e11c3b0ad97c0347e0f0f15773d679d46469b56a1be1fd144,357,3,0.15956526,-0.021707322,-0.063116394
W1QKM6,b7765b950b303fc895a18588d26bd24d8a23c30f6619dda0beb322a0ca91e84c,465,1,0.44038725,0.07262349,-0.092493415
W2SFL2,0b4121c2bbb9d92648d25ebf13b58db5ed255ef263e9d79e373ea93e7978faf6,297,0,-0.16787188,0.02933171,0.040133096
W2T0C0,c870142dc388f3375ec5b7262c2a4b2003cdc3b63e8877592278ae733eae7253,278,1,0.34232986,0.009573166,-0.07703374
W2T4C8,fa64bd1c6b6e9e031e236d9340db70353693d08801f10910497d994a37272c21,534,3,0.10284326,-0.0559576,-0.0072718407
W3X429,e7c7e11c2c7941e14d52a292555ccdb5ea04af6440673df17197857158491b52,521,4,0.048038743,0.03150074,-0.06715636
W4KMJ8,9e716e99658262eaa84ed21e72f10db34575e6e80b708f6a18760802e1e1b30e,460,4,-0.02834979,0.14260375,-0.021227779
W5LVD2,ac66bba87a031ad31000f140a187bdabb81b763f76e937f0cd7f5db77c4fe4a9,361,3,0.0014122248,-0.25403187,0.080996916
W5M5B7,7c92b807af6ed49b313d282c5319968b3c4881e8c1236c02ed5a40d47e35b25e,334,3,-0.008700663,-0.09444411,0.046397604
W5TPX3,ff275fdab6a23ee3dd9987561f3244af8fca50ef658db99cda6d54c776ffce53,307,6,-0.22943288,0.2942265,0.033092372
W5UAQ7,529ccfa5198f704671e3bbba09d29f5c2256207084e5198a097d057b62b7319f,561,1,0.3348577,0.026430165,-0.19532268
W5UB25,cd4b432439b29df10865cb167ab2cc69e69397986df89cef36794af879bc3d91,354,0,-0.15646611,-0.28563228,0.13194881
W5UI97,6f08fd239a198ee27e323e6acd515b88d149d62548439af28ab93b95f0fa1c00,535,3,0.14912343,-0.068992116,0.16617718
W5UIH8,e8b8c2a803c2116dfc3b9c8f6df4aeb84ab6959a030c393926a6e5e46c4b923d,381,1,0.30476943,-0.024400482,-0.04691008
W5ULJ6,aa1f1a4120a5b840ef7aecc9b34db36aaa4c9673e599b88a4bf22a9be7567ec6,540,3,0.11665112,-0.073838525,0.13367577
W5W0L1,a34a389dad88c2680c8e782d07151a29314ab415b690598645611b38cd751401,328,6,-0.22408962,0.40620327,0.13083512
W6R8D9,700c74b6c6672d8b7431f1cb0ea1dc2675202d034e92b69cf4de0dc12249d982,303,2,-0.24889645,0.2154355,-0.07922681
W6RTY3,a1ac0730d9823b66484a792c77dc83d07ddfbbf19477c94903fa6836881c5bfe,384,4,-0.0045975144,0.2559951,-0.10503845
W6U3L4,127d928516b7fdf7d1e64f1c7b5be3666283c7f7c397200c52c12f58bb40ca50,266,1,0.23694226,-0.007142846,-0.08263622
W6U4W6,cc7daa78b33a20026285ac3097968abd0df64eb0e3070692eada0afa37605e29,371,1,0.4754567,0.049246695,-0.08637861
W6U6X7,4b30a2a957d7a7388f7ed6292ec69a0d26b350652ee83438b505260b09dcc8cd,266,1,0.21861866,0.033137843,-0.053837296
W6UQ25,48d0553218351807c7092b09c5c5d3e1fcbfaec3d68121e1e123e0e6caead9b2,291,1,0.28498864,0.011033638,-0.023849078
W6UQ66,437e0358e5dd91485285e10c611352fa1a7bad38709b2b3dcaca0460aca5750f,271,1,0.27531254,-0.011078388,-0.07037568
W6XS35,94d390c9d00c349dffadff8caeb46bc92f75d2b12e5e5867cbe728309f66c79f,598,1,0.33239385,0.08166218,0.053518765
W6XVR8,9c84c1abafe1e6fc8a9d586a5eb5c4ab4080ee291ee1c0ff1912b542a6b65169,563,1,0.46927315,0.16646193,-0.17268802
W6YUU9,f0ca71248b0b35752af7b0af9e45d5273ca24e54e9fc5db882ebb86d99361f4a,598,1,0.3172716,0.07361421,0.06070843
W6ZGL1,fbd85a2e9677178e3b26673dfa01279296350c82b91e934999c03a813385ac3a,536,1,0.4372002,0.16320834,-0.16871437
W7LUK8,9f3b8a3951dd93fd83760dced1fac5c8b49083e9a14b80fcee31b8d49c19ddf3,525,4,0.14465392,0.07679685,-0.06772723
W8BQG1,4eca08d93ce591a853d260e4eb6463a0ef77fa3408192bb8a784ca429d589ab0,308,3,0.110811226,-0.08925612,-0.044418402
W9QSA2,ed1190eb91801909fb6c880e7f988766811f11a415bf1e0c919f5e388e6b5ef5,337,0,-0.101849355,-0.13394436,0.0149696255
X1WCR3,7d2ce8084ce11b30f5cece0db08c6d231a7b76f7a666ce7124cb3719e63fdf5d,571,1,0.3275684,0.073868014,-0.1655685
X1WGF8,ab6f5ce01c7ab922412c63e3695b3001a859982ea83656fc39f1cc59a0a8ea26,567,0,-0.064155936,-0.1064935,0.11825547
X4RAW4,dec4823b789f3c12a35b6a0722882f030bc0d253914f4e3ff2475b81559ae4d4,256,6,-0.15433215,0.26643312,-0.039706096
X4ZQE0,eeed5ef0a3455d1b5d712cc8d21cb94d817846010e99f5d7654f9d0aaf1245fa,274,2,-0.087012224,0.09725931,-0.03602423
A0A010QEH2,f32c2d12338a03a1f8853032bfc722c0461906ce2fce45fc207d324df218c984,238,5,-0.45968685,-0.14411864,-0.1640685
A0A010R6J7,36a6a6b2354e2e6c8979755e573f56f76e0e65cfdbd66cab62eaa732f490aad8,399,0,-0.16996655,0.047814526,0.011849396
A0A022QSK1,0fffce7c27e33b65af2caffede4b94f5dadb34d9996e943b2f2894444cc5668d,250,5,-0.385806,-0.21911424,-0.15796216
A0A024SG37,d6e51dd7003d2316f1b7148529c46e6bd98372cf0e7269a55306ed8f189076ee,413,0,-0.15549782,0.053353444,0.009384282
A0A034WD74,8d3b7dce53a9b276db34d0515f5ab01d86a1f72290d29734b91570f7a30d1499,328,4,-0.13595052,-0.08015218,-0.115256764
A0A034WRN4,90a9878990e0bc64fe8a4ed0f878e8bf827c98ab9b6bb2e8a6d7d6406f0f0fbc,241,5,-0.4451713,-0.2412064,-0.199453
A0A059BHF9,0dbfc27b5ee57dab18d83713becc3d789c57578bbeaf907f16f90d16f230b0ce,335,4,0.01032071,0.012360471,-0.13519065
A0A059BPY2,f6f5a866f40219e25dd4022027d3f7661f525d116b80d007a1698e98fa86a878,245,5,-0.41565597,-0.09643418,-0.10440044
A0A060HG89,32c34bd7e17b49c46e6d77d9a7de6158074990207dfb2b714b414c4bc91e5f0b,392,4,0.025429089,0.121367045,-0.20297335
A0A061CYR0,93bc61197720918ec34b9159fba90a5d4f9d334bafe13246515b2e35746e1124,242,2,-0.15389426,-0.02261298,-0.23508026
A0A061H8P9,f289c2a244db45776aa043603d799221209e9e82a2d0b8bda0c563264f57aaa8,298,4,0.074595176,0.15042001,-0.13094537
A0A063BT69,be33d6d05349ac5336539578f3d05fd54861c040d8929c8a82248e8deaa5b1f5,243,5,-0.44624755,-0.07502481,-0.108795814
A0A067BYL2,5326be309079c232e8ff6a70c5ed2ef1587a6ffdd1e543743099a3668d0558ab,332,4,-0.0025561806,0.16918331,-0.076884955
A0A067C2C8,771985c48499c5f37fad978acf9413ae6fec578d4f311b58ebdc94bad582739b,248,1,0.21312189,0.25670916,-0.14010389
A0A067KL12,ff48859d0a6f3c9f6faeb705acec8cacde765a958d3024066d0c8c67a6d20184,237,5,-0.43731505,-0.15988265,-0.15935004
A0A067LJV6,287fb552e85ae610be79c41a7db5d0740140a19bb1acc15ab843ecafb24a93d9,330,4,0.0042662797,0.01999327,-0.14102764
A0A068NLA5,c9413e409ddbc749f578b1190de3e35e0256376847e5e31f6efe0572c7a015e1,238,2,-0.16623273,0.16948415,-0.10345735
A0A074ZAA1,c926c622095a4829a0889f96803728a75d917577e00cb0a9bde0c2b39c774d66,313,4,0.15719262,-0.10238255,-0.12733445
A0A075A058,5386ff919b2f03fe50f97eeebc43884ddc846375296064788e565284b8d08eaf,353,1,0.2042889,0.13506112,-0.053141452
A0A075V2D5,b2415065b6407a1200e298c5911eb162004055195f219c857edf4195bf302788,423,6,-0.3700395,0.22174802,0.016685318
A0A076N9R6,f21d73059438ae4becae6846fa8c9e65057c1c2cc5a7f7c600cd8b4d53a38f1b,413,6,-0.45676208,0.18804206,0.037822343
A0A077TJD9,d755be763f745a16afef38fc57399eb7e0d4443833a2934362d4794124f70627,256,4,-0.009457923,-0.19093527,-0.3744169
A0A078H259,eaa5db4ab364e91748f276da627ddaa5c28ce32767c7220451a23b1467836b8e,246,5,-0.40723076,-0.16084969,-0.14263235
A0A084G196,dafb8f729d2b9a58efa7ac3139240f17c203037e20e01246fc0896e471f97a9c,406,0,-0.16084819,0.03858345,0.00072451425
A0A084GHL8,9c32706f72e4f05a883b2db7a902a50433f5de570a448440bb64f9ac1ad317d0,243,5,-0.41766328,-0.14198811,-0.16350313
A0A087SGG9,30fe88dcc7e38504b7e50805ba1a36892776f04bf8c55f269ddcb740004dc477,346,4,0.099506065,0.180661,-0.0622411
A0A088S1V1,65316f62b1a8257ba97499d0207bf0e76eeb188cc4e126fd377086a427c59a37,262,2,-0.09234101,0.073800676,-0.19362624
A0A089X6K1,57b58dd305da0042f1a335fba8152c1daa142a0a87cb666564c7f9339545da53,430,6,-0.3587876,0.40973377,0.14878489
A0A089Z090,2f9f202caa7bae7920a9c1ab4c4ac486fa03edc49881699c484257a048aec6f7,420,6,-0.3992435,0.29849738,0.09164088
A0A097IG03,94cf7c388126a85ebeb3ced92d996ba0117347711f6332c67154693d32dd0e41,297,6,-0.17056462,0.22135761,-0.08840608
A0A097QT49,d3249f0df156a408403aae98d581733f295326cc8b2d01b23b50365c2500d08c,351,2,-0.2579838,-0.007361614,-0.1685775
A0A0A0L0P4,95e7be71080be938b5bb231d367e9969cc90cfe4dfa9902903a53d505047491d,242,5,-0.40667686,-0.12403652,-0.12323725
A0A0B5ID67,9763a10a693a45abacd4aa12c3a3f8e22a5eb727769ed92bba4a6f6e1d539b2c,419,6,-0.41497904,0.25924137,0.06997704
A0A0B6F395,9877270979db588250f97ee39c6ead5debe1272fc42455ff6bd5df6990cbe330,291,2,-0.2132464,0.10825947,-0.123143
A0A0C3A8Y5,6e5c7d6980283931cf0896ddc16b86229e33d9fbbd420df4c320b8152c4282fc,245,2,-0.32956055,0.12093492,-0.14779109
A0A0C5BTQ9,690b3aa7f101767cba739eae883dc11542565a255f6ee80d77faf3f7c4626bc5,390,4,0.074607715,-0.06654035,-0.30466363
A0A0C5BYE5,68dea8a0ec0848b785c12e5a133bc1a9aefdbaba477f4981dd5308d33ae834d6,379,4,-0.009692202,0.016727142,-0.25317556
A0A0C5G2Z4,f0bcad76549ec648e2e3e79e64b023b702bcad3d6f10ddd3c306f7057f7285f9,430,6,-0.39310077,0.26634777,0.078862846
A0A0C9RMI0,219f52d91e54b34dc289847c14cc010f7cb16e01b2bba2fa700a7a9432080628,328,4,-0.10463066,-0.052244563,-0.12239493
A0A0D2NLN6,b0cf3217deaf0058b44a912cb01f41de0f600b819b36c5ed8759b19e5e62b3cd,239,5,-0.41568127,-0.16079862,-0.15209666
A0A0D5BYT1,73f8b49fc12e01a07bbf00e6d6e5e21eca83213e2b24c8a94f98f6fff6683630,388,4,0.07661653,-0.06431566,-0.32508898
A0A0E3Q531,00dbbb532781d8396aff9d1725b9801aa06f4ca4cea6ed638e1f313fec22d369,438,4,0.05617762,-0.0425447,-0.27584255
A0A0E3SKX6,0cf56b5c1a6d8dc3f4d1f46ce792b3bafb12e21667d1213a08abb805ecfbeab0,375,4,0.00522,-0.055086948,-0.31842554
A0A0F2MDJ6,0e62662047a9786090a002db9b47b6930ac5580f2d392713e9c2487058573da1,243,5,-0.30181393,-0.036060013,-0.15797053
A0A0F6TB44,db96e26f340bc7d618fcd82c882d4f413400674ca902fd2dec31f59d22d574c0,298,2,-0.20355935,0.11677444,-0.10897786
A0A0F7VTY3,5733fc8c23763159be6bfc5f8b5b5856964e6f725a87e65cb8465f94af04c7df,430,6,-0.38634908,0.26136282,0.07366485
A0A0G3EF11,c77717f1f1f829e01d8fc1af93f2ca8d6a6508af903581c574ccc99543f8b17b,255,2,-0.19755857,0.23696655,-0.08174732
A0A0G3GUB4,8c755bf858dc167cb9991d0feed685555d1e16a4da9b65b78ec8e7ee3fb21dd6,267,2,-0.17400472,0.10243045,-0.17316902
A0A0G3H5T1,e5f41549842090965450cbaac5aa12283814d0a41dcef12bc9679f91e16895cd,265,2,-0.22003528,0.15760411,-0.1198967
A0A0G3HE91,56725626315f534116e69ab54b9c3f2542c51407af82ce703ec28fb50adac9ba,331,6,-0.15185538,0.24800287,-0.055384994
A0A0H5NXB4,5562c149699fdb8dfd1b8c8a6a1b260cebea38e21473d6b99bc94b354c6f09d1,239,2,-0.4223399,0.15073963,-0.1014093
A0A0H5PGP4,d36b56d7c91937b81a890aedb73cb698b4b5d59632bf6286ab33ba0966982c36,420,6,-0.30718172,0.2867637,0.027136441
A0A0J9VL02,3cc9567c5dec87c64ad095d457038aeffa64b23837d296e512231414a9793432,240,5,-0.46539652,-0.15058091,-0.15878673
A0A0K0X6M3,e98428de2b8a7ec69adb87d5deb30d5cfe6f1c4544b72e05a467dd890209a30f,438,6,-0.32479286,0.24221347,0.011537869
A0A0K0X941,b170802f53518ea5f8006c1c925fd263e40ebc1ac1e8951ccc29356787b79047,265,6,-0.3382769,0.24772337,-0.049851757
A0A0K1S3C5,b2ed9fe702b1b2888b67f3911e31bc1c46e3b522841ea16ca67d1f19a1a05caa,425,2,-0.120065115,0.06164723,-0.16748963
A0A0K2AV61,49f45df26e5233976f6cb59905568c21dd6928623209995d8e4c348459b99738,479,6,-0.31244648,0.33657774,0.12833562
A0A0K2GGI2,6f8f8bba97403932b1ec14717ea7d729ef3386fe4429c91c7ed276cdf04eac07,268,6,-0.081233524,0.36447924,-0.05763944
A0A0L8GK76,c172ed7c9ac064ca3760a98430b6910d1b9f0828a09881667a58e9cb339ddeac,242,5,-0.40903702,-0.21660368,-0.19685777
A0A0L8HMH9,10d173a3e916259da4b5e0072c4b93d6115e5f46bedbd92aa24a62baf3b76519,320,4,-0.11465859,-0.10299622,-0.15289757
A0A0M3QJ02,d79292d1aab28c16c140c7c41c5b0ce1242b5d9411fc71cd3ccb7e46e4e95b8d,426,6,-0.38030365,0.29622436,0.08311449
A0A0M4CPZ9,0898f16751d7ad90a55b9ebdcc7448bebafc89b0098eb7d2b21ad6e91d582970,270,2,-0.22095011,0.11170151,-0.16019093
A0A0M4SPJ3,97ecbdf93effdff4d19adba928d601ce73c96bb345fbbd60b9e5a2d9d13e8ccd,411,2,-0.17863409,0.077141985,-0.16567005
A0A0M5L5W8,032f5a53631c88cf2a0629cf19b3ab8551ed27704d09021eba7c6dba724ad51e,256,2,-0.3934658,0.046123333,-0.15560588
A0A0N9I183,ad261ee39a9aab1534bd1fbfb43b6b45e546282237cfef813ad7d6e4cc22086f,411,6,-0.22173223,0.29242498,-0.0040626344
